Registration_Number,Registration_Date,Registration_Year,State,RTO_Office,Vehicle_Category,Vehicle_Sub_Type,Manufacturer_Brand,Fuel_Type,Emission_Norm,Engine_CC,Seating_Capacity,Vehicle_Age_Years,RegCheck,RegDate,CleanedRegDate
REG102286,17-06-2020,2020,Gujarat,Vadodara (GJ-06),4W,SUV,Hyundai,EV,BS4,0,8,4,REG19,17/06/2020,6/17/2020
REG102287,11/10/2023,2023,Tamil Nadu,Salem (TN-30),2W,Scooter,Bajaj,Petrol,BS6,400,2,1,REG19,11/10/2023,11/10/2023
REG102288,30-10-2021,2021,Karnataka,Bangalore Central (KA-01),4W,SUV,Maruti Suzuki,Petrol,BS6,0,5,3,REG19,30/10/2021,10/30/2021
REG102289,24-04-2023,2023,Telangana,Karimnagar (TS-01),2W,Scooter,KTM,EV,BS6,0,2,1,REG19,24/04/2023,4/24/2023
REG102290,30-04-2023,2023,Delhi,Delhi North (DL-04),2W,Scooter,KTM,Petrol,BS6,100,2,1,REG19,30/04/2023,4/30/2023
REG102291,3/8/2022,2022,Punjab,Chandigarh (CH-01),4W,Hatchback,Toyota,Petrol,BS6,800,6,2,REG19,3/8/2022,3/8/2022
REG102292,4/2/2024,2024,Telangana,Warangal (TS-03),2W,Scooter,Royal Enfield,Petrol,BS6,125,2,0,REG19,4/2/2024,4/2/2024
REG102293,24-05-2019,2019,Delhi,Delhi Central (DL-01),4W,SUV,MG,Diesel,BS4,1000,5,5,REG19,24/05/2019,5/24/2019
REG102294,9/7/2020,2020,Maharashtra,Nashik (MH-15),4W,SUV,Hyundai,CNG,BS6,1462,5,4,REG19,9/7/2020,9/7/2020
REG102295,14-03-2024,2024,Maharashtra,Aurangabad (MH-20),3W,Tempo,TVS,CNG,BS6,250,7,0,REG19,14/03/2024,3/14/2024
REG102296,22-10-2021,2021,West Bengal,Kolkata (WB-01),4W,MUV,Tata Motors,Hybrid,BS6,1968,6,3,REG19,22/10/2021,10/22/2021
REG102297,15-05-2020,2020,Tamil Nadu,Coimbatore (TN-37),2W,Scooter,Royal Enfield,Petrol,BS6,150,2,4,REG19,15/05/2020,5/15/2020
REG102298,15-07-2018,2018,Tamil Nadu,Salem (TN-30),2W,Moped,Ola Electric,Petrol,BS4,400,2,6,REG19,15/07/2018,7/15/2018
REG102299,24-07-2018,2018,Uttar Pradesh,Lucknow (UP-32),4W,Sedan,Maruti Suzuki,Diesel,BS4,2179,6,6,REG19,24/07/2018,7/24/2018
REG102300,20-07-2023,2023,Maharashtra,Pune (MH-12),4W,Hatchback,Skoda,Diesel,BS6,1968,6,1,REG19,20/07/2023,7/20/2023
REG102301,27-08-2018,2018,Karnataka,Belgaum (KA-22),2W,Scooter,Ather,EV,BS4,0,2,6,REG19,27/08/2018,8/27/2018
REG102302,7/1/2019,2019,Punjab,Amritsar (PB-02),2W,Motorcycle,KTM,Petrol,BS4,100,2,5,REG19,7/1/2019,7/1/2019
REG102303,20-08-2023,2023,West Bengal,Howrah (WB-13),4W,Hatchback,Mahindra,Hybrid,BS6,1197,6,1,REG19,20/08/2023,8/20/2023
REG102304,8/2/2023,2023,Karnataka,Bangalore Central (KA-01),2W,Scooter,Ola Electric,Petrol,BS6,250,2,1,REG19,8/2/2023,8/2/2023
REG102305,23-05-2024,2024,West Bengal,Howrah (WB-13),2W,Motorcycle,Royal Enfield,Petrol,BS6,250,2,0,REG19,23/05/2024,5/23/2024
REG102306,21-08-2022,2022,Karnataka,Mangalore (KA-19),2W,Motorcycle,Ather,Petrol,BS6,160,2,2,REG19,21/08/2022,8/21/2022
REG102307,5/4/2021,2021,Gujarat,Surat (GJ-05),2W,Motorcycle,Bajaj,Hybrid,BS6,200,2,3,REG19,5/4/2021,5/4/2021
REG102308,18-05-2020,2020,Tamil Nadu,Chennai Central (TN-01),4W,Hatchback,Tata Motors,Diesel,BS6,1000,6,4,REG19,18/05/2020,5/18/2020
REG102309,11/11/2024,2024,Kerala,Thiruvananthapuram (KL-01),4W,SUV,MG,Diesel,BS6,800,6,0,REG19,11/11/2024,11/11/2024
REG102310,29-08-2019,2019,Madhya Pradesh,Indore (MP-09),2W,Moped,Yamaha,Petrol,BS4,250,2,5,REG19,29/08/2019,8/29/2019
REG102311,9/3/2024,2024,Karnataka,Mangalore (KA-19),4W,SUV,Renault,Petrol,BS6,1498,7,0,REG19,9/3/2024,9/3/2024
REG102312,24-02-2018,2018,Kerala,Kozhikode (KL-11),4W,SUV,Hyundai,Diesel,BS4,1000,7,6,REG19,24/02/2018,2/24/2018
REG102313,26-12-2022,2022,Telangana,Khammam (TS-07),HCV,Truck,Ashok Leyland,Diesel,BS6,5660,52,2,REG19,26/12/2022,12/26/2022
REG102314,20-04-2023,2023,Telangana,Karimnagar (TS-01),2W,Moped,Suzuki,EV,BS6,0,2,1,REG19,20/04/2023,4/20/2023
REG102315,13-01-2021,2021,Uttar Pradesh,Lucknow (UP-32),LCV,Light Bus,Eicher,Diesel,BS6,2956,12,3,REG19,13/01/2021,1/13/2021
REG102316,14-11-2018,2018,Madhya Pradesh,Ujjain (MP-13),OTH,Road Roller,Mahindra,Diesel,BS4,0,2,6,REG19,14/11/2018,11/14/2018
REG102317,28-09-2023,2023,Karnataka,Mangalore (KA-19),2W,Motorcycle,Suzuki,EV,BS6,0,2,1,REG19,28/09/2023,9/28/2023
REG102318,3/10/2024,2024,Uttar Pradesh,Allahabad (UP-70),HCV,Bus,Ashok Leyland,Diesel,BS6,5660,52,0,REG19,3/10/2024,3/10/2024
REG102319,28-09-2019,2019,Uttar Pradesh,Agra (UP-80),2W,Motorcycle,Ather,Petrol,BS4,250,2,5,REG19,28/09/2019,9/28/2019
REG102320,13-04-2019,2019,Rajasthan,Kota (RJ-20),2W,Motorcycle,Hero,Petrol,BS4,350,2,5,REG19,13/04/2019,4/13/2019
REG102321,21-04-2024,2024,Madhya Pradesh,Indore (MP-09),LCV,Pickup Van,Ashok Leyland,Diesel,BS6,2523,9,0,REG19,21/04/2024,4/21/2024
REG102322,21-08-2023,2023,Maharashtra,Mumbai Central (MH-01),4W,MUV,Mahindra,Petrol,BS6,1462,5,1,REG19,21/08/2023,8/21/2023
REG102323,4/3/2023,2023,Punjab,Chandigarh (CH-01),2W,Moped,Ola Electric,Hybrid,BS6,160,2,1,REG19,4/3/2023,4/3/2023
REG102324,18-11-2021,2021,Karnataka,Mangalore (KA-19),4W,Hatchback,Skoda,Petrol,BS4,1197,6,3,REG19,18/11/2021,11/18/2021
REG102325,23-10-2022,2022,Tamil Nadu,Salem (TN-30),2W,Scooter,Ola Electric,CNG,BS4,350,2,2,REG19,23/10/2022,10/23/2022
REG102326,12/2/2021,2021,Kerala,Kollam (KL-02),2W,Motorcycle,Ather,CNG,BS6,400,2,3,REG19,12/2/2021,12/2/2021
REG102327,29-10-2018,2018,Uttar Pradesh,Varanasi (UP-65),OTH,Crane,TAFE,Diesel,BS4,0,32,6,REG19,29/10/2018,10/29/2018
REG102328,12/2/2023,2023,Madhya Pradesh,Indore (MP-09),2W,Motorcycle,Honda,CNG,BS6,110,2,1,REG19,12/2/2023,12/2/2023
REG102329,13-05-2023,2023,Telangana,Hyderabad (TS-09),2W,Moped,Ola Electric,EV,BS6,0,2,1,REG19,13/05/2023,5/13/2023
REG102330,6/12/2020,2020,Telangana,Warangal (TS-03),4W,SUV,Tata Motors,Petrol,BS6,800,5,4,REG19,6/12/2020,6/12/2020
REG102331,14-06-2021,2021,Rajasthan,Jodhpur (RJ-19),2W,Motorcycle,Royal Enfield,Petrol,BS6,250,2,3,REG19,14/06/2021,6/14/2021
REG102332,10/8/2021,2021,Punjab,Patiala (PB-11),4W,SUV,Skoda,EV,BS6,0,6,3,REG19,10/8/2021,10/8/2021
REG102333,9/1/2024,2024,Kerala,Thiruvananthapuram (KL-01),2W,Moped,TVS,Petrol,BS6,125,2,0,REG19,9/1/2024,9/1/2024
REG102334,1/11/2020,2020,Kerala,Kollam (KL-02),HCV,Bus,Ashok Leyland,Diesel,BS6,5660,1,4,REG19,1/11/2020,1/11/2020
REG102335,14-05-2024,2024,Tamil Nadu,Salem (TN-30),2W,Moped,Yamaha,EV,BS6,0,2,0,REG19,14/05/2024,5/14/2024
REG102336,26-06-2021,2021,Tamil Nadu,Salem (TN-30),2W,Scooter,Bajaj,Petrol,BS6,350,2,3,REG19,26/06/2021,6/26/2021
REG102337,12/3/2024,2024,Maharashtra,Mumbai Central (MH-01),2W,Motorcycle,Ola Electric,Petrol,BS6,400,2,0,REG19,12/3/2024,12/3/2024
REG102338,17-06-2023,2023,Kerala,Kozhikode (KL-11),2W,Motorcycle,Suzuki,Petrol,BS6,200,2,1,REG19,17/06/2023,6/17/2023
REG102339,30-03-2019,2019,Punjab,Chandigarh (CH-01),2W,Scooter,Honda,Petrol,BS4,150,2,5,REG19,30/03/2019,3/30/2019
REG102340,25-09-2019,2019,Maharashtra,Nagpur (MH-31),2W,Motorcycle,Hero,Petrol,BS4,125,2,5,REG19,25/09/2019,9/25/2019
REG102341,17-10-2024,2024,West Bengal,Kolkata (WB-01),2W,Moped,TVS,Petrol,BS6,250,2,0,REG19,17/10/2024,10/17/2024
REG102342,12/9/2023,2023,Karnataka,Hubli (KA-25),2W,Motorcycle,Royal Enfield,EV,BS6,0,2,1,REG19,12/9/2023,12/9/2023
REG102343,6/6/2021,2021,Uttar Pradesh,Agra (UP-80),2W,Moped,Royal Enfield,Petrol,BS6,125,2,3,REG19,6/6/2021,6/6/2021
REG102344,24-02-2023,2023,Tamil Nadu,Salem (TN-30),2W,Motorcycle,Royal Enfield,Petrol,BS6,0,2,1,REG19,24/02/2023,2/24/2023
REG102345,15-04-2023,2023,Karnataka,Hubli (KA-25),2W,Scooter,KTM,CNG,BS6,160,2,1,REG19,15/04/2023,4/15/2023
REG102346,1/10/2019,2019,West Bengal,Howrah (WB-13),2W,Scooter,Ather,Petrol,BS4,125,2,5,REG19,1/10/2019,1/10/2019
REG102347,19-08-2024,2024,Tamil Nadu,Madurai (TN-58),4W,Sedan,MG,EV,BS6,0,8,0,REG19,19/08/2024,8/19/2024
REG102348,15-11-2021,2021,Uttar Pradesh,Varanasi (UP-65),HCV,Tanker,Ashok Leyland,Diesel,BS6,6700,45,3,REG19,15/11/2021,11/15/2021
REG102349,6/12/2022,2022,Telangana,Karimnagar (TS-01),3W,E-Rickshaw,Atul Auto,CNG,BS6,225,7,2,REG19,6/12/2022,6/12/2022
REG102350,14-09-2023,2023,Maharashtra,Pune (MH-12),2W,Motorcycle,Suzuki,Petrol,BS6,0,2,1,REG19,14/09/2023,9/14/2023
REG102351,6/6/2024,2024,West Bengal,Durgapur (WB-40),OTH,Tractor,TAFE,Diesel,BS6,3760,32,0,REG19,6/6/2024,6/6/2024
REG102352,14-02-2024,2024,Kerala,Thrissur (KL-08),LCV,Pickup Van,Eicher,Diesel,BS6,3298,15,0,REG19,14/02/2024,2/14/2024
REG102353,9/1/2020,2020,Uttar Pradesh,Agra (UP-80),4W,SUV,Tata Motors,Diesel,BS6,1968,7,4,REG19,9/1/2020,9/1/2020
REG102354,9/10/2023,2023,Gujarat,Ahmedabad (GJ-01),4W,Hatchback,Skoda,Diesel,BS6,1000,6,1,REG19,9/10/2023,9/10/2023
REG102355,13-12-2021,2021,West Bengal,Howrah (WB-13),2W,Moped,Suzuki,Petrol,BS6,0,2,3,REG19,13/12/2021,12/13/2021
REG102356,22-05-2019,2019,Gujarat,Gandhinagar (GJ-18),LCV,Light Bus,Mahindra,EV,BS4,0,15,5,REG19,22/05/2019,5/22/2019
REG102357,4/4/2023,2023,Maharashtra,Nashik (MH-15),2W,Motorcycle,Yamaha,Petrol,BS6,110,2,1,REG19,4/4/2023,4/4/2023
REG102358,7/5/2023,2023,Tamil Nadu,Madurai (TN-58),2W,Moped,Royal Enfield,Petrol,BS6,100,2,1,REG19,7/5/2023,7/5/2023
REG102359,12/9/2018,2018,Karnataka,Mangalore (KA-19),2W,Moped,Ather,Petrol,BS4,125,2,6,REG19,12/9/2018,12/9/2018
REG102360,14-04-2019,2019,Karnataka,Belgaum (KA-22),2W,Motorcycle,Bajaj,Petrol,BS4,110,2,5,REG19,14/04/2019,4/14/2019
REG102361,7/1/2023,2023,Punjab,Jalandhar (PB-08),4W,Hatchback,Hyundai,Petrol,BS6,1462,7,1,REG19,7/1/2023,7/1/2023
REG102362,30-11-2019,2019,West Bengal,Kolkata (WB-01),2W,Moped,KTM,Hybrid,BS4,400,2,5,REG19,30/11/2019,11/30/2019
REG102363,17-12-2023,2023,Uttar Pradesh,Lucknow (UP-32),4W,Hatchback,Honda,Petrol,BS6,800,7,1,REG19,17/12/2023,12/17/2023
REG102364,17-11-2024,2024,Karnataka,Belgaum (KA-22),4W,MUV,Renault,Diesel,BS6,1000,5,0,REG19,17/11/2024,11/17/2024
REG102365,30-08-2023,2023,Delhi,Delhi North (DL-04),2W,Scooter,Ather,Petrol,BS6,125,2,1,REG19,30/08/2023,8/30/2023
REG102366,28-08-2018,2018,Telangana,Khammam (TS-07),4W,MUV,Renault,Hybrid,BS4,800,6,6,REG19,28/08/2018,8/28/2018
REG102367,26-02-2022,2022,West Bengal,Kolkata (WB-01),HCV,Truck,BharatBenz,Diesel,BS6,0,45,2,REG19,26/02/2022,2/26/2022
REG102368,9/5/2022,2022,Tamil Nadu,Coimbatore (TN-37),LCV,Light Bus,Eicher,EV,BS6,0,12,2,REG19,9/5/2022,9/5/2022
REG102369,14-10-2022,2022,Karnataka,Belgaum (KA-22),2W,Scooter,Bajaj,Petrol,BS6,110,2,2,REG19,14/10/2022,10/14/2022
REG102370,14-09-2023,2023,Maharashtra,Pune (MH-12),4W,Hatchback,Renault,Diesel,BS6,800,5,1,REG19,14/09/2023,9/14/2023
REG102371,6/4/2019,2019,Tamil Nadu,Madurai (TN-58),4W,SUV,Mahindra,Hybrid,BS4,1197,5,5,REG19,6/4/2019,6/4/2019
REG102372,30-06-2023,2023,Uttar Pradesh,Allahabad (UP-70),2W,Scooter,Ola Electric,CNG,BS6,350,2,1,REG19,30/06/2023,6/30/2023
REG102373,3/2/2023,2023,Gujarat,Rajkot (GJ-03),4W,Hatchback,Honda,Diesel,BS6,1968,5,1,REG19,3/2/2023,3/2/2023
REG102374,1/3/2021,2021,Delhi,Delhi South (DL-09),LCV,Pickup Van,Mahindra,Diesel,BS6,0,12,3,REG19,1/3/2021,1/3/2021
REG102375,28-11-2020,2020,Tamil Nadu,Salem (TN-30),2W,Scooter,Hero,Petrol,BS6,400,2,4,REG19,28/11/2020,11/28/2020
REG102376,23-10-2022,2022,Gujarat,Surat (GJ-05),2W,Motorcycle,Honda,EV,BS6,0,2,2,REG19,23/10/2022,10/23/2022
REG102377,24-02-2018,2018,Gujarat,Gandhinagar (GJ-18),LCV,Light Bus,Tata Motors,Diesel,BS4,0,15,6,REG19,24/02/2018,2/24/2018
REG102378,13-07-2019,2019,Karnataka,Bangalore Central (KA-01),2W,Motorcycle,Hero,Petrol,BS4,350,2,5,REG19,13/07/2019,7/13/2019
REG102379,29-04-2023,2023,Kerala,Kozhikode (KL-11),4W,MUV,Kia,Diesel,BS6,1598,6,1,REG19,29/04/2023,4/29/2023
REG102380,22-05-2023,2023,Gujarat,Gandhinagar (GJ-18),2W,Motorcycle,Yamaha,Petrol,BS6,350,2,1,REG19,22/05/2023,5/22/2023
REG102381,6/8/2023,2023,Uttar Pradesh,Agra (UP-80),4W,Sedan,MG,Diesel,BS6,1000,7,1,REG19,6/8/2023,6/8/2023
REG102382,18-08-2022,2022,West Bengal,Howrah (WB-13),4W,SUV,Hyundai,Petrol,BS6,2179,7,2,REG19,18/08/2022,8/18/2022
REG102383,5/7/2022,2022,Karnataka,Mysore (KA-09),2W,Scooter,Ola Electric,EV,BS6,0,2,2,REG19,5/7/2022,5/7/2022
REG102384,25-08-2023,2023,Tamil Nadu,Salem (TN-30),LCV,Light Bus,Tata Motors,EV,BS6,0,9,1,REG19,25/08/2023,8/25/2023
REG102385,24-05-2023,2023,Kerala,Thrissur (KL-08),2W,Scooter,Royal Enfield,EV,BS6,0,2,1,REG19,24/05/2023,5/24/2023
REG102386,15-04-2019,2019,West Bengal,Siliguri (WB-73),2W,Scooter,Honda,EV,BS4,0,2,5,REG19,15/04/2019,4/15/2019
REG102387,25-11-2023,2023,Telangana,Karimnagar (TS-01),2W,Scooter,Royal Enfield,Hybrid,BS6,150,2,1,REG19,25/11/2023,11/25/2023
REG102388,9/1/2024,2024,West Bengal,Kolkata (WB-01),2W,Scooter,Yamaha,Petrol,BS6,125,2,0,REG19,9/1/2024,9/1/2024
REG102389,3/4/2023,2023,West Bengal,Durgapur (WB-40),4W,SUV,Renault,Diesel,BS6,1968,5,1,REG19,3/4/2023,3/4/2023
REG102390,19-08-2022,2022,Tamil Nadu,Trichy (TN-45),2W,Scooter,Suzuki,CNG,BS6,125,2,2,REG19,19/08/2022,8/19/2022
REG102391,6/1/2022,2022,Telangana,Khammam (TS-07),LCV,Mini Truck,Force Motors,Diesel,BS6,0,15,2,REG19,6/1/2022,6/1/2022
REG102392,24-07-2020,2020,Uttar Pradesh,Kanpur (UP-78),2W,Motorcycle,Bajaj,Petrol,BS6,350,2,4,REG19,24/07/2020,7/24/2020
REG102393,1/9/2022,2022,Uttar Pradesh,Kanpur (UP-78),2W,Motorcycle,Bajaj,EV,BS6,0,2,2,REG19,1/9/2022,1/9/2022
REG102394,21-07-2022,2022,Maharashtra,Nashik (MH-15),LCV,Light Bus,Tata Motors,Diesel,BS6,2956,9,2,REG19,21/07/2022,7/21/2022
REG102395,18-12-2021,2021,Maharashtra,Nagpur (MH-31),4W,Sedan,Kia,Petrol,BS6,0,6,3,REG19,18/12/2021,12/18/2021
REG102396,11/5/2024,2024,West Bengal,Howrah (WB-13),4W,Hatchback,Toyota,CNG,BS6,800,7,0,REG19,11/5/2024,11/5/2024
REG102397,13-09-2022,2022,Delhi,Delhi West (DL-08),2W,Motorcycle,KTM,EV,BS6,0,2,2,REG19,13/09/2022,9/13/2022
REG102398,26-09-2024,2024,Rajasthan,Kota (RJ-20),2W,Motorcycle,Ola Electric,CNG,BS6,160,2,0,REG19,26/09/2024,9/26/2024
REG102399,3/4/2022,2022,Tamil Nadu,Coimbatore (TN-37),3W,E-Rickshaw,Kinetic Green,CNG,BS6,200,7,2,REG19,3/4/2022,3/4/2022
REG102400,26-08-2019,2019,Tamil Nadu,Coimbatore (TN-37),HCV,Bus,BharatBenz,Diesel,BS4,5660,45,5,REG19,26/08/2019,8/26/2019
REG102401,30-05-2020,2020,Uttar Pradesh,Allahabad (UP-70),2W,Scooter,Honda,Petrol,BS4,125,2,4,REG19,30/05/2020,5/30/2020
REG102402,30-04-2021,2021,Punjab,Patiala (PB-11),2W,Scooter,Royal Enfield,EV,BS6,0,2,3,REG19,30/04/2021,4/30/2021
REG102403,5/4/2020,2020,Rajasthan,Jodhpur (RJ-19),HCV,Tanker,Eicher,Diesel,BS6,3760,2,4,REG19,5/4/2020,5/4/2020
REG102404,5/4/2019,2019,Kerala,Thrissur (KL-08),OTH,Road Roller,Escorts,Diesel,BS4,6700,32,5,REG19,5/4/2019,5/4/2019
REG102405,10/1/2022,2022,West Bengal,Kolkata (WB-01),2W,Moped,Hero,Petrol,BS6,150,2,2,REG19,10/1/2022,10/1/2022
REG102406,30-05-2023,2023,Karnataka,Mangalore (KA-19),HCV,Tanker,Tata Motors,Diesel,BS6,0,2,1,REG19,30/05/2023,5/30/2023
REG102407,22-10-2024,2024,Delhi,Delhi East (DL-02),2W,Scooter,TVS,Petrol,BS6,150,2,0,REG19,22/10/2024,10/22/2024
REG102408,3/1/2024,2024,Karnataka,Mangalore (KA-19),2W,Scooter,KTM,EV,BS6,0,2,0,REG19,3/1/2024,3/1/2024
REG102409,12/11/2019,2019,Delhi,Delhi South (DL-09),2W,Scooter,Yamaha,Petrol,BS4,0,2,5,REG19,12/11/2019,12/11/2019
REG102410,25-08-2022,2022,Telangana,Nizamabad (TS-05),2W,Moped,Bajaj,CNG,BS6,125,2,2,REG19,25/08/2022,8/25/2022
REG102411,24-04-2019,2019,West Bengal,Howrah (WB-13),4W,Hatchback,Tata Motors,CNG,BS4,1598,5,5,REG19,24/04/2019,4/24/2019
REG102412,22-07-2023,2023,Gujarat,Gandhinagar (GJ-18),4W,Hatchback,Tata Motors,Diesel,BS6,1598,6,1,REG19,22/07/2023,7/22/2023
REG102413,16-11-2022,2022,West Bengal,Howrah (WB-13),4W,SUV,Toyota,Petrol,BS6,1598,5,2,REG19,16/11/2022,11/16/2022
REG102414,11/9/2023,2023,West Bengal,Kolkata (WB-01),3W,Tempo,Mahindra,CNG,BS6,250,6,1,REG19,11/9/2023,11/9/2023
REG102415,31-10-2024,2024,Maharashtra,Pune (MH-12),2W,Motorcycle,Honda,EV,BS6,0,2,0,REG19,31/10/2024,10/31/2024
REG102416,13-05-2022,2022,Tamil Nadu,Coimbatore (TN-37),4W,SUV,Kia,Petrol,BS6,0,5,2,REG19,13/05/2022,5/13/2022
REG102417,4/1/2020,2020,Punjab,Ludhiana (PB-10),2W,Motorcycle,Yamaha,Petrol,BS6,125,2,4,REG19,4/1/2020,4/1/2020
REG102418,31-01-2023,2023,Delhi,Delhi West (DL-08),2W,Motorcycle,Yamaha,EV,BS6,0,2,1,REG19,31/01/2023,1/31/2023
REG102419,26-04-2023,2023,Punjab,Ludhiana (PB-10),OTH,Crane,John Deere,Petrol,BS6,6700,52,1,REG19,26/04/2023,4/26/2023
REG102420,5/5/2020,2020,Telangana,Khammam (TS-07),4W,SUV,Mahindra,CNG,BS4,1462,6,4,REG19,5/5/2020,5/5/2020
REG102421,14-01-2019,2019,Gujarat,Surat (GJ-05),2W,Motorcycle,Ola Electric,Petrol,BS4,200,2,5,REG19,14/01/2019,1/14/2019
REG102422,19-05-2023,2023,Punjab,Patiala (PB-11),OTH,Tractor,Mahindra,Diesel,BS6,3760,2,1,REG19,19/05/2023,5/19/2023
REG102423,4/11/2021,2021,Punjab,Chandigarh (CH-01),2W,Scooter,Ola Electric,Petrol,BS6,0,2,3,REG19,4/11/2021,4/11/2021
REG102424,23-08-2020,2020,Tamil Nadu,Chennai Central (TN-01),2W,Motorcycle,KTM,Petrol,BS6,160,2,4,REG19,23/08/2020,8/23/2020
REG102425,17-05-2020,2020,Punjab,Amritsar (PB-02),2W,Motorcycle,Hero,Petrol,BS4,110,2,4,REG19,17/05/2020,5/17/2020
REG102426,22-07-2022,2022,Punjab,Ludhiana (PB-10),LCV,Pickup Van,Eicher,Diesel,BS6,0,9,2,REG19,22/07/2022,7/22/2022
REG102427,21-05-2021,2021,Kerala,Kochi (KL-07),2W,Scooter,Bajaj,CNG,BS6,350,2,3,REG19,21/05/2021,5/21/2021
REG102428,26-12-2019,2019,Rajasthan,Jodhpur (RJ-19),4W,MUV,Kia,Diesel,BS4,800,8,5,REG19,26/12/2019,12/26/2019
REG102429,4/12/2022,2022,Karnataka,Mangalore (KA-19),4W,Sedan,Maruti Suzuki,Petrol,BS6,0,7,2,REG19,4/12/2022,4/12/2022
REG102430,20-12-2019,2019,Rajasthan,Jodhpur (RJ-19),2W,Motorcycle,TVS,CNG,BS4,150,2,5,REG19,20/12/2019,12/20/2019
REG102431,21-02-2023,2023,Rajasthan,Kota (RJ-20),2W,Motorcycle,Royal Enfield,Petrol,BS6,0,2,1,REG19,21/02/2023,2/21/2023
REG102432,29-10-2024,2024,Madhya Pradesh,Bhopal (MP-04),2W,Moped,Hero,EV,BS6,0,2,0,REG19,29/10/2024,10/29/2024
REG102433,9/3/2023,2023,Madhya Pradesh,Indore (MP-09),2W,Moped,TVS,Petrol,BS6,125,2,1,REG19,9/3/2023,9/3/2023
REG102434,29-10-2024,2024,Karnataka,Belgaum (KA-22),4W,SUV,Toyota,EV,BS6,0,5,0,REG19,29/10/2024,10/29/2024
REG102435,12/4/2023,2023,Gujarat,Gandhinagar (GJ-18),3W,Auto Rickshaw,Mahindra,Diesel,BS6,225,3,1,REG19,12/4/2023,12/4/2023
REG102436,30-01-2021,2021,Tamil Nadu,Trichy (TN-45),4W,MUV,Toyota,Petrol,BS6,1197,7,3,REG19,30/01/2021,1/30/2021
REG102437,21-11-2024,2024,West Bengal,Asansol (WB-39),4W,MUV,Kia,Petrol,BS6,0,7,0,REG19,21/11/2024,11/21/2024
REG102438,11/3/2022,2022,Kerala,Kollam (KL-02),4W,Sedan,Toyota,EV,BS6,0,6,2,REG19,11/3/2022,11/3/2022
REG102439,5/7/2022,2022,Maharashtra,Aurangabad (MH-20),2W,Scooter,TVS,EV,BS6,0,2,2,REG19,5/7/2022,5/7/2022
REG102440,29-03-2020,2020,Delhi,Delhi West (DL-08),4W,Hatchback,Skoda,Diesel,BS6,1197,7,4,REG19,29/03/2020,3/29/2020
REG102441,17-08-2023,2023,Maharashtra,Mumbai Central (MH-01),4W,SUV,Honda,Petrol,BS6,1197,8,1,REG19,17/08/2023,8/17/2023
REG102442,24-03-2024,2024,Delhi,Delhi South (DL-09),4W,Sedan,Maruti Suzuki,Petrol,BS6,1462,7,0,REG19,24/03/2024,3/24/2024
REG102443,26-12-2023,2023,Karnataka,Hubli (KA-25),4W,Sedan,Skoda,Petrol,BS6,1968,8,1,REG19,26/12/2023,12/26/2023
REG102444,27-01-2021,2021,Tamil Nadu,Salem (TN-30),2W,Scooter,Suzuki,Petrol,BS6,0,2,3,REG19,27/01/2021,1/27/2021
REG102445,29-04-2023,2023,Rajasthan,Udaipur (RJ-27),2W,Motorcycle,KTM,Petrol,BS6,0,2,1,REG19,29/04/2023,4/29/2023
REG102446,12/4/2020,2020,Karnataka,Bangalore Central (KA-01),4W,Hatchback,Skoda,Petrol,BS4,0,6,4,REG19,12/4/2020,12/4/2020
REG102447,14-07-2024,2024,Tamil Nadu,Coimbatore (TN-37),2W,Scooter,Honda,Petrol,BS6,100,2,0,REG19,14/07/2024,7/14/2024
REG102448,20-01-2022,2022,Kerala,Thiruvananthapuram (KL-01),2W,Motorcycle,Ather,Petrol,BS6,200,2,2,REG19,20/01/2022,1/20/2022
REG102449,8/3/2022,2022,Uttar Pradesh,Agra (UP-80),2W,Moped,Suzuki,Petrol,BS6,250,2,2,REG19,8/3/2022,8/3/2022
REG102450,26-08-2022,2022,Gujarat,Surat (GJ-05),4W,SUV,Maruti Suzuki,Petrol,BS6,1197,6,2,REG19,26/08/2022,8/26/2022
REG102451,12/4/2023,2023,Gujarat,Rajkot (GJ-03),2W,Scooter,TVS,Petrol,BS6,250,2,1,REG19,12/4/2023,12/4/2023
REG102452,3/6/2019,2019,Karnataka,Bangalore Central (KA-01),4W,SUV,Kia,EV,BS4,0,6,5,REG19,3/6/2019,3/6/2019
REG102453,23-08-2024,2024,Kerala,Thiruvananthapuram (KL-01),2W,Scooter,Royal Enfield,Petrol,BS6,125,2,0,REG19,23/08/2024,8/23/2024
REG102454,17-01-2022,2022,West Bengal,Siliguri (WB-73),4W,MUV,Renault,Diesel,BS6,1968,6,2,REG19,17/01/2022,1/17/2022
REG102455,30-08-2024,2024,Gujarat,Gandhinagar (GJ-18),2W,Moped,Hero,Petrol,BS6,200,2,0,REG19,30/08/2024,8/30/2024
REG102456,14-11-2023,2023,Rajasthan,Jaipur (RJ-14),3W,E-Rickshaw,Bajaj,CNG,BS6,225,3,1,REG19,14/11/2023,11/14/2023
REG102457,16-05-2020,2020,Gujarat,Surat (GJ-05),2W,Motorcycle,Royal Enfield,EV,BS6,0,2,4,REG19,16/05/2020,5/16/2020
REG102458,14-09-2023,2023,Karnataka,Mangalore (KA-19),2W,Scooter,Yamaha,Petrol,BS6,250,2,1,REG19,14/09/2023,9/14/2023
